729,1608,1141,1632
94,248,669,1110
728,705,1303,1564
96,1121,666,1166
730,616,1298,677
95,1237,669,1786
729,248,1303,581
95,211,667,237
95,185,154,199
437,116,1299,135
729,1670,1299,1786
729,186,1300,236
126,1206,669,1225
