95,271,483,292
95,928,669,1317
95,369,1300,370
96,897,669,916
95,495,669,885
437,116,1300,135
729,1516,1013,1534
95,1454,666,1786
95,1330,666,1441
729,1577,1006,1596
728,1639,1300,1786
97,434,262,452
728,1330,1300,1472
