96,836,307,859
729,1447,1300,1775
729,1190,1302,1436
95,186,669,797
95,897,667,1261
437,116,1300,135
729,185,1300,663
729,674,1302,1178
95,1305,212,1322
95,1499,667,1775
95,1370,666,1487
