150,759,630,974
95,1608,667,1786
726,1145,1301,1786
118,294,639,311
372,1228,520,1246
95,1285,669,1557
437,116,1298,135
119,324,639,342
176,378,628,721
110,227,638,245
728,186,1303,1106
156,1009,650,1211
264,179,617,197
111,260,638,278
