728,1447,1300,1784
95,1637,667,1785
728,998,1301,1381
95,186,669,1199
773,588,1244,903
168,1286,594,1563
962,945,1135,966
312,1579,492,1600
834,915,1260,927
768,214,1244,570
437,116,1299,135
837,177,1233,199
