94,1670,665,1786
844,911,998,1081
803,183,1041,224
727,1577,1297,1626
724,244,1046,510
93,1392,665,1657
724,543,1052,814
93,116,956,135
415,183,653,224
93,1201,1301,1349
727,1392,1299,1534
456,1144,630,1161
727,1639,1299,1786
337,244,663,517
340,542,663,786
346,822,663,1106
412,1117,672,1130
840,828,1014,846
